"accepted_taxa","original_taxa_Ladouceur2019","Clonal.index_Ladouceur2019","Clonal.presence_Ladouceur2019","Flowering.duration_month_Ladouceur2019","Flowering.onset_month_Ladouceur2019","Plant.height_cm_Ladouceur2019","Radial.growth_mm.year-1_Ladouceur2019","Seed.dormancy_Ladouceur2019","Seed.mass_mg_Ladouceur2019","Seeding.onset_month_Ladouceur2019","Seeding.season_Ladouceur2019","SLA_cm2.g-1_Ladouceur2019"
"Salix caprea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salix cinerea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salix fragilis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salix myrsinifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salix purpurea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salix triandra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salix x fragilis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salsola kali",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salsola vermiculata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salvia","Salvia pratensis_Salvia verticillata","","0",3.5,"5_6",50,1,"Pd",1.834375,"10_8","Autumn_Late summer",182.15
"Salvia nemorosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salvia officinalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salvia pratensis","Salvia pratensis","","0",3,"5",55,1,"",2.52395,"8","Late summer",219.6
"Salvia rosmarinus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salvia sclarea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salvia verbenaca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salvia verticillata","Salvia verticillata","","0",4,"6",45,1,"Pd",1.1448,"10","Autumn",144.7
"Salvia viridis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sambucus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sambucus ebulus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sambucus nigra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sanguisorba","Sanguisorba minor_Sanguisorba officinalis","2","0_1",7,"5_6",39.06128049,0.35,"Nd_Pd",3.9107166665,"4_9","Late summer_Spring",200.89074125
"Sanguisorba minor","Sanguisorba minor","","0",4,"5",14.99756098,0.4,"Nd",5.668583333,"9","Late summer",181.7145036
"Sanguisorba minor verrucosa","Sanguisorba minor","","0",4,"5",14.99756098,0.4,"Nd",5.668583333,"9","Late summer",181.7145036
"Sanguisorba officinalis","Sanguisorba officinalis","2","1",10,"6",63.125,0.3,"Pd",2.15285,"4","Spring",220.0669789
"Sanguisorba verrucosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Santolina chamaecyparissus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Saponaria ocymoides ocymoides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Saponaria officinalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Satureja",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Satureja montana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Saxifraga granulata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Saxifraga tridactylites",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scabiosa","Scabiosa columbaria_Scabiosa lucida","","0",3.5,"6",15.66,0.26,"Pd",1.887318182,"11_8","Autumn_Late summer",211.7684079
"Scabiosa atropurpurea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scabiosa columbaria","Scabiosa columbaria","","0",5,"6",11.32,0.4,"",1.933636364,"11","Autumn",211.7684079
"Scabiosa lucida","Scabiosa lucida","","0",2,"6",20,0.12,"Pd",1.841,"8","Late summer",NA
"Scandix australis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scandix pecten-veneris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Schedonorus arundinaceus arundinaceus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Schedonorus pratensis pratensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scirpoides holoschoenus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scirpus sylvaticus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scleranthus annuus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scleranthus perennis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sclerochloa dura",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scolymus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scolymus hispanicus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scolymus maculatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scorpiurus muricatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scorpiurus vermiculatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scorzonera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scorzonera hirsuta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scorzonera laciniata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scorzonera laciniata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scorzonera sect podospermum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scorzoneroides","Scorzoneroides autumnalis","3","1",4,"6",NA,NA,"",0.7,"10","Autumn",NA
"Scorzoneroides autumnalis","Scorzoneroides autumnalis","3","1",4,"6",NA,NA,"",0.7,"10","Autumn",NA
"Scrophularia auriculata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scrophularia nodosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scutellaria galericulata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Secale",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Secale cereale",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sedum","Sedum album","5","1",4,"6",8.333333333,0.3,"",0.03,"10","Autumn",150.8
"Sedum acre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sedum album","Sedum album","5","1",4,"6",8.333333333,0.3,"",0.03,"10","Autumn",150.8
"Sedum anglicum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sedum rubens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Selinum carvifolium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Senecio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Senecio gallicus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Senecio inaequidens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Senecio jacobaea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Senecio leucanthemifolius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Senecio leucanthemifolius vernalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Senecio lividus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Senecio sylvaticus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Senecio vernalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Senecio viscosus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Senecio vulgaris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Senecio vulgaris vulgaris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Serapias lingua",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Serapias vomeracea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Setaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Setaria adhaerens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Setaria faberi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Setaria italica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Setaria italica italica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Setaria parviflora",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Setaria pumila",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Setaria verticillata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Setaria verticillata ambigua",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Setaria viridis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sherardia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sherardia arvensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sicyos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sicyos angulatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sideritis romana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sideritis romana romana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Silaum silaus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Silene","Silene dioica_Silene flos-cuculi_Silene nutans_Silene vulgaris","","0",4.75,"4_5_6",49.0625,0.55,"Pd",0.60133133475,"10_11_9","Autumn_Late summer",260.8384319
"Silene baccifera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Silene bellidifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Silene conica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Silene conoidea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Silene coronaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Silene cretica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Silene dichotoma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Silene dioica","Silene dioica","","0",6,"4",47.5,0.6,"Pd",0.7779,"10","Autumn",491.3452957
"Silene flos-cuculi","Silene flos-cuculi","","",4,"5",58.75,0.5,"Pd",0.14,"9","Late summer",21.17
"Silene gallica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Silene italica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Silene italica sicula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Silene latifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Silene latifolia alba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Silene muscipula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Silene nicaeensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Silene noctiflora",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Silene nocturna",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Silene nutans","Silene nutans","","0",4,"5",45,NA,"",0.391507692,"9","Late summer",270
"Silene nutans nutans","Silene nutans","","0",4,"5",45,NA,"",0.391507692,"9","Late summer",270
"Silene stricta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Silene vulgaris","Silene vulgaris","","0",5,"6",45,NA,"Pd",1.095917647,"11","Autumn",NA
"Silphium perfoliatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Silybum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Silybum marianum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sinapis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sinapis alba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sinapis alba alba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sison",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sison amomum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sison segetum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sisymbrella aspera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sisymbrium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sisymbrium altissimum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sisymbrium austriacum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sisymbrium irio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sisymbrium loeselii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sisymbrium officinale",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sisymbrium orientale",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sisymbrium runcinatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Smilax aspera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Smyrnium olusatrum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Solanum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Solanum americanum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Solanum chenopodioides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Solanum dulcamara",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Solanum lycopersicum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Solanum nigrum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Solanum physalifolium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Solanum tuberosum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Solanum villosum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Solidago","Solidago virgaurea","3","1",4,"7",69.2,NA,"Nd",0.603,"11","Autumn",195.8
"Solidago canadensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Solidago gigantea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Solidago virgaurea","Solidago virgaurea","3","1",4,"7",69.2,NA,"Nd",0.603,"11","Autumn",195.8
"Sonchus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sonchus arvensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sonchus arvensis arvensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sonchus arvensis uliginosus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sonchus asper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sonchus asper asper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sonchus asper glaucescens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sonchus oleraceus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sonchus tenerrimus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sorbus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sorbus aucuparia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sorbus aucuparia aucuparia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sorghum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sorghum bicolor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sorghum halepense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sparganium erectum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spergula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spergula arvensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spergula arvensis chieusseana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spergula morisonii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spergula pentandra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spergula rubra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spergula segetalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spergularia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spergularia diandra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spergularia media",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spergularia rubra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spergularia segetalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sporobolus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sporobolus indicus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stachys","Stachys officinalis_Stachys recta","","0",4.5,"6",30.375,0.12,"",1.36625,"10_11","Autumn",251.96437255
"Stachys annua",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stachys arvensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stachys germanica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stachys germanica germanica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stachys officinalis","Stachys officinalis","","",4,"6",28.25,NA,"",1.145833333,"10","Autumn",203.9287451
"Stachys palustris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stachys recta","Stachys recta","","0",5,"6",32.5,0.12,"",1.586666667,"11","Autumn",300
"Stachys recta labiosa","Stachys recta","","0",5,"6",32.5,0.12,"",1.586666667,"11","Autumn",300
"Stachys sylvatica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stellaria","Stellaria graminea","4","1",3,"5",51.33333333,NA,"Pd",0.286479167,"8","Late summer",295.9333333
"Stellaria aquatica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stellaria graminea","Stellaria graminea","4","1",3,"5",51.33333333,NA,"Pd",0.286479167,"8","Late summer",295.9333333
"Stellaria media",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stellaria neglecta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stellaria pallida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stellaria palustris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stellaria uliginosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stipa capillata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stipellula capensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Strigosella africana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Succisa pratensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Succowia balearica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Symphoricarpos albus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Symphyotrichum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Symphyotrichum lanceolatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Symphytum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Symphytum officinale",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Symphytum officinale officinale",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Symphytum orientale",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Symphytum tuberosum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Syringa vulgaris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Taeniatherum caput-medusae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tagetes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tagetes minuta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tanacetum","Tanacetum corymbosum","3","1",3,"6",68.5,NA,"",0.366666667,"9","Late summer",181.4
"Tanacetum annuum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tanacetum corymbosum","Tanacetum corymbosum","3","1",3,"6",68.5,NA,"",0.366666667,"9","Late summer",181.4
"Tanacetum vulgare",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Taraxacum","Taraxacum campylodes","","",8,"4",60,0.2,"Nd",0.6,"12","Winter",33.7
"Taraxacum campylodes","Taraxacum campylodes","","",8,"4",60,0.2,"Nd",0.6,"12","Winter",33.7
"Taraxacum erythrospermum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Taraxacum officinale",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Taraxacum tiroliense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Taxus baccata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Teesdalia nudicaulis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Teloxys aristata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Teucrium","Teucrium chamaedrys","6","1",5,"5",19.16666667,0.2,"Pd",1.74,"10","Autumn",129.854552
"Teucrium botrys",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Teucrium chamaedrys","Teucrium chamaedrys","6","1",5,"5",19.16666667,0.2,"Pd",1.74,"10","Autumn",129.854552
"Teucrium polium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Teucrium scorodonia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thalictrum flavum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thalictrum lucidum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thalictrum minus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thapsia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thesium dollineri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thesium humile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thinopyrum elongatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thinopyrum intermedium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thinopyrum intermedium intermedium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thinopyrum junceum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thlaspi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thlaspi arvense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thymbra capitata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thymelaea passerina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thymelaea sanamunda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thymus","Thymus pulegioides_Thymus serpyllum_Thymus striatus_Thymus vulgaris","","0",4.25,"4_5",18.8,0.35,"Nd_Pd",0.535554467666667,"11_7_9","Autumn_Late summer_Summer",196.84796212
"Thymus pulegioides","Thymus pulegioides","","0",5,"4",25,0.35,"Nd",0.167031111,"9","Late summer",339.25
"Thymus serpyllum","Thymus serpyllum","","0",3,"5",10,NA,"Pd",0.2212,"9","Late summer",170.2
"Thymus spinulosus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thymus striatus","Thymus striatus","","",3,"5",NA,NA,"",NA,"7","Summer",NA
"Thymus vulgaris","Thymus vulgaris","","0",6,"5",21.4,0.35,"Pd",1.218432292,"11","Autumn",81.09388636
"Tilia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tilia cordata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tilia platyphyllos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tolpis barbata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tolpis umbellata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tordylium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tordylium apulum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tordylium maximum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tordylium officinale",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Torilis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Torilis arvensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Torilis arvensis arvensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Torilis japonica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Torilis leptophylla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Torilis nodosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Torilis nodosa nodosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tragopogon","Tragopogon pratensis","","0",3,"5",36.925,0.56,"",9.408875,"8","Late summer",NA
"Tragopogon crocifolius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tragopogon dubius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tragopogon orientalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tragopogon porrifolius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tragopogon pratensis","Tragopogon pratensis","","0",3,"5",36.925,0.56,"",9.408875,"8","Late summer",NA
"Tragopogon pratensis minor","Tragopogon pratensis","","0",3,"5",36.925,0.56,"",9.408875,"8","Late summer",NA
"Tragopogon pratensis pratensis","Tragopogon pratensis","","0",3,"5",36.925,0.56,"",9.408875,"8","Late summer",NA
