"accepted_taxa","original_taxa_Ecoflora","Plant.height_m_Ecoflora","Flowering_Ecoflora","Root.depth_m_Ecoflora","Root.type_Ecoflora","Seed.mass_mg_Ecoflora","original_taxa_Biolflor","Flower.color_Biolflor","Flower.pollinator_Biolflor","Flower.sex_Biolflor","Flower.sex.timing_Biolflor","Flower.UV.reflectance_Biolflor","Plant.lifespan_Biolflor","Seed.mass_mg_Biolflor","Seed.length_mm_Biolflor","Strategy_Grime_Biolflor"
"Stachys germanica","Stachys germanica",0.44,"",NA,"",1.4,"Stachys germanica","","","","",NA,NA,NA,NA,""
"Stachys palustris","Stachys palustris",0.7,"",NA,"",1.3425,"Stachys palustris","","","","",11.5,NA,NA,NA,""
"Stachys recta",NA,NA,NA,NA,NA,NA,"Stachys recta","","","","",11.5,NA,NA,NA,""
"Stachys sylvatica","Stachys sylvatica",0.65,"",NA,"",1.4,"Stachys sylvatica","","","","",11.5,NA,NA,NA,""
"Stellaria","Stellaria aquatica_Stellaria graminea_Stellaria media_Stellaria neglecta_Stellaria pallida",0.521,"",0.3,"",0.355,"Stellaria aquatica_Stellaria graminea_Stellaria media_Stellaria neglecta_Stellaria pallida","","","","",7.5,NA,0.336555555555556,1.02866666666667,""
"Stellaria aquatica","Stellaria aquatica",0.6,"",NA,"",0.2,"Stellaria aquatica","","","","",3.5,NA,0.199,0.893333333333333,""
"Stellaria graminea","Stellaria graminea",0.55,"",NA,"",NA,"Stellaria graminea","","","","",7.5,NA,0.305333333333333,0.913333333333333,""
"Stellaria media","Stellaria media",0.38,"",0.3,"",0.51,"Stellaria media","","","","",11.5,NA,0.505333333333333,1.14333333333333,""
"Stellaria neglecta","Stellaria neglecta",0.575,"",NA,"",NA,"Stellaria neglecta","","","","",NA,NA,NA,1.48333333333333,""
"Stellaria pallida","Stellaria pallida",0.5,"",0.3,"",NA,"Stellaria pallida","","","","",NA,NA,NA,0.71,""
"Stipa capillata",NA,NA,NA,NA,NA,NA,"Stipa capillata","","","","",NA,NA,NA,NA,""
"Stipellula capensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Succisa pratensis","Succisa pratensis",0.575,"",NA,"",1.54,"Succisa pratensis","","","","",3.5,NA,NA,NA,""
"Succowia balearica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Symphoricarpos albus","Symphoricarpos albus",2,"",NA,"",11.8,"Symphoricarpos albus","","","","",11.5,NA,9.81066666666667,4.5,""
"Symphyotrichum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Symphyotrichum lanceolatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Symphyotrichum squamatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Symphyotrichum subulatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Symphytum","Symphytum officinale_Symphytum orientale",0.85,"",NA,"",NA,"Symphytum officinale","","","","",3.5,NA,NA,NA,""
"Symphytum kurdicum","Symphytum orientale",0.7,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Symphytum officinale","Symphytum officinale",1,"",NA,"",NA,"Symphytum officinale","","","","",3.5,NA,NA,NA,""
"Syringa vulgaris","Syringa vulgaris",7,"",NA,"",NA,"Syringa vulgaris","","","","",12.5,NA,NA,7.38888888888889,""
"Taeniatherum caput-medusae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tagetes minuta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tanacetum corymbosum",NA,NA,NA,NA,NA,NA,"Tanacetum corymbosum","","","","",3.5,NA,NA,NA,""
"Tanacetum vulgare","Tanacetum vulgare",0.75,"",NA,"",0.1,"Tanacetum vulgare","","","","",11.5,NA,NA,NA,""
"Taraxacum","Taraxacum campylodes",1.51,"",NA,"",0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Taraxacum campylodes","Taraxacum campylodes",1.51,"",NA,"",0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Taraxacum erythrospermum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Taraxacum officinale",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Taxus baccata","Taxus baccata",24,"",NA,"",40,"Taxus baccata","","","","",NA,NA,51.54,7.725,""
"Teesdalia nudicaulis","Teesdalia nudicaulis",0.203333333333333,"",0.05,"",0.2,"Teesdalia nudicaulis","","","","",11.5,NA,0.270333333333333,1.05666666666667,""
"Teloxys aristata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Teucrium","Teucrium botrys_Teucrium scorodonia",0.20125,"",0.05,"",0.935,"Teucrium botrys_Teucrium chamaedrys_Teucrium scorodonia","","","","",8.83333333333333,NA,NA,NA,""
"Teucrium botrys","Teucrium botrys",0.14,"",0.05,"",1,"Teucrium botrys","","","","",3.5,NA,NA,NA,""
"Teucrium chamaedrys",NA,NA,NA,NA,NA,NA,"Teucrium chamaedrys","","","","",11.5,NA,NA,NA,""
"Teucrium polium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Teucrium scorodonia","Teucrium scorodonia",0.2625,"",NA,"",0.87,"Teucrium scorodonia","","","","",11.5,NA,NA,NA,""
"Thalictrum flavum","Thalictrum flavum",0.75,"",NA,"",NA,"Thalictrum flavum","","","","",NA,NA,NA,NA,""
"Thalictrum lucidum",NA,NA,NA,NA,NA,NA,"Thalictrum lucidum","","","","",NA,NA,NA,NA,""
"Thalictrum minus","Thalictrum minus",0.825,"",NA,"",NA,"Thalictrum minus","","","","",NA,NA,NA,NA,""
"Thesium dollineri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thesium humile",NA,NA,NA,NA,NA,NA,"Thesium alpinum","","","","",NA,NA,NA,NA,""
"Thlaspi","Mummenhoffia alliacea_Thlaspi arvense",0.475,"",NA,"",1.025,"Mummenhoffia alliacea_Thlaspi arvense","","","","",11.5,NA,0.950833333333333,1.75166666666667,""
"Thlaspi alliaceum","Mummenhoffia alliacea",0.6,"",NA,"",NA,"Mummenhoffia alliacea","","","","",NA,NA,0.666666666666667,1.62666666666667,""
"Thlaspi arvense","Thlaspi arvense",0.35,"",NA,"",1.025,"Thlaspi arvense","","","","",11.5,NA,1.235,1.87666666666667,""
"Thymbra capitata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thymelaea passerina",NA,NA,NA,NA,NA,NA,"Thymelaea passerina","","","","",NA,NA,NA,NA,""
"Thymelaea sanamunda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thymus","Thymus pulegioides",0.25,"",NA,"",NA,"Thymus pulegioides_Thymus vulgaris","","","","",11.5,NA,NA,NA,""
"Thymus pulegioides","Thymus pulegioides",0.25,"",NA,"",NA,"Thymus pulegioides","","","","",11.5,NA,NA,NA,""
"Thymus spinulosus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thymus striatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thymus vulgaris",NA,NA,NA,NA,NA,NA,"Thymus vulgaris","","","","",NA,NA,NA,NA,""
"Thysselinum palustre","Peucedanum palustre",1.5,"",0.3,"",1.42,"Peucedanum palustre","","","","",NA,NA,NA,NA,""
"Tilia","Tilia platyphyllos",30,"",NA,"",87,"Tilia platyphyllos","","","","",11.5,NA,NA,NA,""
"Tilia platyphyllos","Tilia platyphyllos",30,"",NA,"",87,"Tilia platyphyllos","","","","",11.5,NA,NA,NA,""
"Tolpis umbellata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tordylium",NA,NA,NA,NA,NA,NA,"Tordylium maximum","","","","",NA,NA,NA,NA,""
"Tordylium apulum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tordylium maximum",NA,NA,NA,NA,NA,NA,"Tordylium maximum","","","","",NA,NA,NA,NA,""
"Torilis","Torilis japonica_Torilis nodosa",0.475,"",NA,"",1.9,"Torilis arvensis_Torilis japonica_Torilis nodosa","","","","",NA,NA,NA,NA,""
"Torilis arvensis",NA,NA,NA,NA,NA,NA,"Torilis arvensis","","","","",NA,NA,NA,NA,""
"Torilis arvensis subsp. arvensis",NA,NA,NA,NA,NA,NA,"Torilis arvensis","","","","",NA,NA,NA,NA,""
"Torilis japonica","Torilis japonica",0.45,"",NA,"",1.9,"Torilis japonica","","","","",NA,NA,NA,NA,""
"Torilis leptophylla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Torilis nodosa","Torilis nodosa",0.5,"",NA,"",NA,"Torilis nodosa","","","","",NA,NA,NA,NA,""
"Torilis nodosa subsp. nodosa","Torilis nodosa",0.5,"",NA,"",NA,"Torilis nodosa","","","","",NA,NA,NA,NA,""
"Tragopogon","Tragopogon pratensis",0.5,"",NA,"",8.87,"Tragopogon dubius_Tragopogon orientalis_Tragopogon porrifolius_Tragopogon pratensis","","","","",19.125,NA,NA,NA,""
"Tragopogon crocifolius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tragopogon dubius",NA,NA,NA,NA,NA,NA,"Tragopogon dubius","","","","",28.25,NA,NA,NA,""
"Tragopogon porrifolius",NA,NA,NA,NA,NA,NA,"Tragopogon porrifolius","","","","",NA,NA,NA,NA,""
"Tragopogon pratensis","Tragopogon pratensis",0.5,"",NA,"",8.87,"Tragopogon pratensis","","","","",10,NA,NA,NA,""
"Tragopogon pratensis subsp. minor","Tragopogon pratensis",0.5,"",NA,"",8.87,"Tragopogon orientalis_Tragopogon pratensis","","","","",10,NA,NA,NA,""
"Tragopogon pratensis subsp. orientalis","Tragopogon pratensis",0.5,"",NA,"",8.87,"Tragopogon orientalis","","","","",NA,NA,NA,NA,""
"Tragopogon pratensis subsp. pratensis","Tragopogon pratensis",0.5,"",NA,"",8.87,"Tragopogon orientalis_Tragopogon pratensis","","","","",10,NA,NA,NA,""
"Tragus racemosus",NA,NA,NA,NA,NA,NA,"Tragus racemosus","","","","",NA,NA,NA,NA,""
"Tribulus terrestris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trifolium","Trifolium arvense_Trifolium aureum_Trifolium campestre_Trifolium dubium_Trifolium fragiferum_Trifolium glomeratum_Trifolium hybridum_Trifolium incarnatum_Trifolium medium_Trifolium micranthum_Trifolium pratense_Trifolium repens_Trifolium scabrum_Trifolium squamosum_Trifolium striatum_Trifolium strictum_Trifolium subterraneum_Trifolium suffocatum",0.273725490196078,"",0.05,"",1.56033333333333,"Trifolium alexandrinum_Trifolium alpestre_Trifolium arvense_Trifolium aureum_Trifolium campestre_Trifolium dubium_Trifolium fragiferum_Trifolium hybridum_Trifolium incarnatum_Trifolium medium_Trifolium micranthum_Trifolium montanum_Trifolium pratense_Trifolium repens_Trifolium resupinatum_Trifolium rubens_Trifolium scabrum_Trifolium striatum","","","","",4.95454545454545,NA,1.24395238095238,1.57055555555556,""
"Trifolium alexandrinum",NA,NA,NA,NA,NA,NA,"Trifolium alexandrinum","","","","",NA,NA,NA,2.01666666666667,""
"Trifolium alpestre",NA,NA,NA,NA,NA,NA,"Trifolium alpestre","","","","",3.5,NA,1.32,1.81,""
"Trifolium angustifolium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trifolium arvense","Trifolium arvense",0.15,"",0.05,"",0.39,"Trifolium arvense","","","","",3.5,NA,0.412333333333333,1.10666666666667,""
"Trifolium aureum","Trifolium aureum",0.3,"",NA,"",0.21,"Trifolium aureum","","","","",NA,NA,0.44,1.22666666666667,""
"Trifolium campestre","Trifolium campestre",0.425,"",NA,"",0.33,"Trifolium campestre","","","","",11.5,NA,0.364,1.23333333333333,""
"Trifolium cherleri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trifolium dubium","Trifolium dubium",0.375,"",NA,"",0.32,"Trifolium dubium","","","","",11.5,NA,0.396666666666667,1.25,""
"Trifolium fragiferum","Trifolium fragiferum",NA,"",NA,"",1.5,"Trifolium fragiferum","","","","",3.5,NA,1.34,1.47,""
"Trifolium glomeratum","Trifolium glomeratum",0.116666666666667,"",NA,"",0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trifolium hirtum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trifolium hybridum","Trifolium hybridum",0.5,"",NA,"",0.6,"Trifolium hybridum","","","","",NA,NA,0.636666666666667,1.24666666666667,""
"Trifolium hybridum var. elegans","Trifolium hybridum",0.5,"",NA,"",0.6,"Trifolium hybridum","","","","",NA,NA,0.636666666666667,1.24666666666667,""
"Trifolium hybridum var. hybridum","Trifolium hybridum",0.5,"",NA,"",0.6,"Trifolium hybridum","","","","",NA,NA,0.636666666666667,1.24666666666667,""
"Trifolium incarnatum","Trifolium incarnatum",0.35,"",NA,"",4,"Trifolium incarnatum","","","","",3.5,NA,3.24366666666667,2.37666666666667,""
"Trifolium incarnatum var. incarnatum","Trifolium incarnatum",0.35,"",NA,"",4,"Trifolium incarnatum","","","","",3.5,NA,3.24366666666667,2.37666666666667,""
"Trifolium lappaceum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trifolium medium","Trifolium medium",0.5,"",NA,"",2.34,"Trifolium medium","","","","",3.5,NA,2.47333333333333,1.84666666666667,""
"Trifolium micranthum","Trifolium micranthum",0.106666666666667,"",NA,"",NA,"Trifolium micranthum","","","","",NA,NA,NA,1.15,""
"Trifolium montanum",NA,NA,NA,NA,NA,NA,"Trifolium montanum","","","","",3.5,NA,0.685666666666667,1.53,""
"Trifolium nigrescens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trifolium pallidum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trifolium pratense","Trifolium pratense",0.208333333333333,"",NA,"",1.625,"Trifolium pratense","","","","",3.5,NA,1.571,1.88,""
"Trifolium repens","Trifolium repens",0.5,"",NA,"",0.72,"Trifolium repens","","","","",3.5,NA,0.609333333333333,1.15666666666667,""
"Trifolium resupinatum",NA,NA,NA,NA,NA,NA,"Trifolium resupinatum","","","","",NA,NA,NA,1.42666666666667,""
"Trifolium rubens",NA,NA,NA,NA,NA,NA,"Trifolium rubens","","","","",3.5,NA,2.07,2.05,""
"Trifolium scabrum","Trifolium scabrum",0.2,"",NA,"",NA,"Trifolium scabrum","","","","",NA,NA,NA,1.5,""
"Trifolium scabrum subsp. scabrum","Trifolium scabrum",0.2,"",NA,"",NA,"Trifolium scabrum","","","","",NA,NA,NA,1.5,""
"Trifolium squamosum","Trifolium squamosum",0.4,"",NA,"",2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trifolium squarrosum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trifolium stellatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trifolium striatum","Trifolium striatum",0.208333333333333,"",NA,"",1.6,"Trifolium striatum","","","","",NA,NA,1.85266666666667,1.99333333333333,""
"Trifolium strictum","Trifolium strictum",0.143333333333333,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trifolium subterraneum","Trifolium subterraneum",0.14,"",NA,"",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trifolium suffocatum","Trifolium suffocatum",0.03,"",NA,"",0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trifolium tomentosum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trifolium vesiculosum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trigonella",NA,NA,NA,NA,NA,NA,"Trigonella foenum-graecum","","","","",NA,NA,14.939,4.08333333333333,""
"Trigonella esculenta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trigonella foenum-graecum",NA,NA,NA,NA,NA,NA,"Trigonella foenum-graecum","","","","",NA,NA,14.939,4.08333333333333,""
"Trigonella gladiata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trigonotis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trigonotis peduncularis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tripleurospermum","Tripleurospermum inodorum_Tripleurospermum maritimum",0.516666666666667,"",NA,"",0.506666666666667,"Tripleurospermum inodorum_Tripleurospermum maritimum","","","","",11.5,NA,NA,NA,""
"Tripleurospermum inodorum","Tripleurospermum inodorum",0.583333333333333,"",NA,"",0.506666666666667,"Tripleurospermum inodorum","","","","",11.5,NA,NA,NA,""
"Tripleurospermum maritimum","Tripleurospermum maritimum",0.45,"",NA,"",NA,"Tripleurospermum maritimum","","","","",NA,NA,NA,NA,""
"Trisetaria aurea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trisetaria panicea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trisetum flavescens","Trisetum flavescens",0.5,"",0.3,"",0.18,"Trisetum flavescens","","","","",NA,NA,NA,NA,""
"Trisetum flavescens subsp. flavescens","Trisetum flavescens",0.5,"",0.3,"",0.18,"Trisetum flavescens","","","","",NA,NA,NA,NA,""
"Triticosecale",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Triticosecale rimpaui",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Triticum",NA,NA,NA,NA,NA,NA,"Triticum aestivum","","","","",NA,NA,NA,NA,""
"Triticum aestivum",NA,NA,NA,NA,NA,NA,"Triticum aestivum","","","","",NA,NA,NA,NA,""
"Triticum aestivum subsp. spelta",NA,NA,NA,NA,NA,NA,"Triticum aestivum","","","","",NA,NA,NA,NA,""
"Triticum monococcum subsp. monococcum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Triticum turgidum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Triticum turgidum subsp. durum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tulipa","Tulipa sylvestris",0.45,"",NA,"",NA,"Tulipa gesneriana_Tulipa sylvestris","","","","",3.5,NA,8.78633333333333,6.75833333333333,""
"Tulipa agenensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tulipa aximensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tulipa billietiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tulipa clusiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tulipa didieri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tulipa gesneriana",NA,NA,NA,NA,NA,NA,"Tulipa gesneriana","","","","",NA,NA,NA,7.5,""
"Tulipa lortetii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tulipa mauriana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tulipa montisandrei",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tulipa planifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tulipa raddii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tulipa sylvestris subsp. sylvestris","Tulipa sylvestris",0.45,"",NA,"",NA,"Tulipa sylvestris","","","","",3.5,NA,8.78633333333333,6.01666666666667,""
"Turgenia latifolia",NA,NA,NA,NA,NA,NA,"Turgenia latifolia","","","","",NA,NA,NA,NA,""
"Tussilago farfara","Tussilago farfara",0.0833333333333333,"",NA,"",0.25,"Tussilago farfara","","","","",28.25,NA,NA,NA,""
"Typha latifolia","Typha latifolia",2,"",NA,"",0.03,"Typha latifolia","","","","",NA,NA,NA,NA,""
"Tyrimnus leucographus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ulex","Ulex europaeus",1.06666666666667,"",NA,"",6.59,"Ulex europaeus","","","","",12.5,NA,6.2,2.89666666666667,""
"Ulex europaeus","Ulex europaeus",1.06666666666667,"",NA,"",6.59,"Ulex europaeus","","","","",12.5,NA,6.2,2.89666666666667,""
"Ulmus","Ulmus glabra_Ulmus minor",40,"",NA,"",3.5,"Ulmus glabra_Ulmus minor","","","","",NA,NA,NA,NA,""
"Ulmus glabra","Ulmus glabra",40,"",NA,"",3.5,"Ulmus glabra","","","","",NA,NA,NA,NA,""
"Ulmus minor","Ulmus minor",40,"",NA,"",NA,"Ulmus minor","","","","",NA,NA,NA,NA,""
"Umbilicus rupestris","Umbilicus rupestris",0.25,"",NA,"",0.009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Urospermum dalechampii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Urospermum picroides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Urtica","Urtica dioica_Urtica urens",1.195,"",NA,"",0.35,"Urtica dioica_Urtica urens","","","","",NA,NA,NA,NA,""
"Urtica dioica","Urtica dioica",2,"",NA,"",0.2,"Urtica dioica","","","","",NA,NA,NA,NA,""
"Urtica urens","Urtica urens",0.39,"",NA,"",0.5,"Urtica urens","","","","",NA,NA,NA,NA,""
"Valeriana","Valeriana dioica_Valeriana officinalis",0.583333333333333,"",NA,"",0.95,"Valeriana dioica_Valeriana officinalis","","","","",11.5,NA,NA,NA,""
"Valeriana dioica","Valeriana dioica",0.316666666666667,"",NA,"",NA,"Valeriana dioica","","","","",11.5,NA,NA,NA,""
"Valeriana excelsa subsp. sambucifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Valeriana officinalis","Valeriana officinalis",0.85,"",NA,"",0.95,"Valeriana officinalis","","","","",11.5,NA,NA,NA,""
"Valerianella","Valerianella dentata_Valerianella eriocarpa_Valerianella locusta",0.189166666666667,"",0.05,"",1,"Valerianella coronata_Valerianella dentata_Valerianella eriocarpa_Valerianella locusta","","","","",11.5,NA,NA,NA,""
"Valerianella coronata",NA,NA,NA,NA,NA,NA,"Valerianella coronata","","","","",NA,NA,NA,NA,""
"Valerianella dentata","Valerianella dentata",0.1525,"",NA,"",1,"Valerianella dentata","","","","",NA,NA,NA,NA,""
"Valerianella discoidea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Valerianella echinata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Valerianella eriocarpa","Valerianella eriocarpa",0.18,"",NA,"",NA,"Valerianella eriocarpa","","","","",NA,NA,NA,NA,""
"Valerianella locusta","Valerianella locusta",0.235,"",0.05,"",1,"Valerianella locusta","","","","",11.5,NA,NA,NA,""
"Valerianella microcarpa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Valerianella multidentata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Verbascum","Verbascum lychnitis_Verbascum nigrum_Verbascum pulverulentum_Verbascum thapsus_Verbascum virgatum",0.97,"",0.05,"",0.0945555555555556,"Verbascum blattaria_Verbascum densiflorum_Verbascum lychnitis_Verbascum nigrum_Verbascum phlomoides_Verbascum phoeniceum_Verbascum pulverulentum_Verbascum sinuatum_Verbascum thapsus","","","","",31.4166666666667,NA,0.116703703703704,0.815238095238095,""
"Verbascum blattaria","Verbascum virgatum",1,"",NA,"",NA,"Verbascum blattaria","","","","",NA,NA,0.105,0.7,""
"Verbascum boerhavii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Verbascum chaixii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Verbascum densiflorum",NA,NA,NA,NA,NA,NA,"Verbascum densiflorum","","","","",28.25,NA,0.097,NA,""
"Verbascum lychnitis","Verbascum lychnitis",1,"",NA,"",0.13,"Verbascum lychnitis","","","","",28.25,NA,0.108666666666667,NA,""
"Verbascum nigrum","Verbascum nigrum",0.85,"",NA,"",0.098,"Verbascum nigrum","","","","",53,NA,0.105333333333333,0.75,""
"Verbascum phlomoides",NA,NA,NA,NA,NA,NA,"Verbascum phlomoides","","","","",28.25,NA,0.102666666666667,0.816666666666667,""
"Verbascum phoeniceum",NA,NA,NA,NA,NA,NA,"Verbascum phoeniceum","","","","",22.5,NA,0.118,0.87,""
"Verbascum pulverulentum","Verbascum pulverulentum",0.85,"",NA,"",NA,"Verbascum pulverulentum","","","","",NA,NA,0.171333333333333,1,""
"Verbascum sinuatum",NA,NA,NA,NA,NA,NA,"Verbascum sinuatum","","","","",NA,NA,0.15,0.75,""
"Verbascum speciosum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Verbascum thapsus","Verbascum thapsus",1.15,"",0.05,"",0.0556666666666667,"Verbascum thapsus","","","","",28.25,NA,0.0923333333333333,0.82,""
"Verbena officinalis","Verbena officinalis",0.45,"",NA,"",0.4,"Verbena officinalis","","","","",11.5,NA,NA,NA,""
"Verbena supina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Veronica","Veronica agrestis_Veronica anagallis-aquatica_Veronica arvensis_Veronica beccabunga_Veronica catenata_Veronica chamaedrys_Veronica filiformis_Veronica hederifolia_Veronica montana_Veronica officinalis_Veronica persica_Veronica polita_Veronica praecox_Veronica serpyllifolia_Veronica spicata_Veronica triphyllos_Veronica verna",0.239166666666667,"",0.05,"",0.686076923076923,"Veronica acinifolia_Veronica agrestis_Veronica anagallis-aquatica_Veronica arvensis_Veronica beccabunga_Veronica catenata_Veronica chamaedrys_Veronica filiformis_Veronica hederifolia_Veronica montana_Veronica officinalis_Veronica opaca_Veronica persica_Veronica polita_Veronica praecox_Veronica prostrata_Veronica serpyllifolia_Veronica spicata_Veronica triphyllos_Veronica verna","","","","",17.6818181818182,NA,0.413311111111111,1.26037037037037,""
"Veronica acinifolia",NA,NA,NA,NA,NA,NA,"Veronica acinifolia","","","","",NA,NA,NA,0.626666666666667,""
