"accepted_taxa","original_taxa_YvozValPol","Flower.color_YvozValPol","Flower.class_YvozValPol","Flower.type_YvozValPol","PV.Bees_YvozValPol","PV.Bumblebees_YvozValPol","PV.butterflies_YvozValPol","PV.Hoverflies_YvozValPol","Nectar.quantity_YvozValPol","Pollen.quantity_YvozValPol","Floral.symmetry_YvozValPol","Flower.UV.reflectance.centre_YvozValPol","Flower.UV.reflectanceperiphery_YvozValPol","original_taxa_SPVignes","Flowering.onset_SPVignes","Germination.range_SPVignes","Germination.start_SPVignes","Plant.height_cm_SPVignes","Strategy_Grime_SPVignes","Lifeform_Raunkier_SPVignes","original_taxa_ATVinedivers","Growth.form_ATVinedivers","Strategy.Grime_ATVinedivers","Plant.lifespan_ATVinedivers"
"Rumex roseus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rumex sanguineus","Rumex sanguineus","Green","Wind flowers occassionally visited by insect","Not applicable",2.580441439,2.043043669,3.950359907,3.128578486,"Plenty","Plenty","Actinomorphe",3.5,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rumex stenophyllus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rumex thyrsiflorus","Rumex thyrsiflorus","Green","Wind flowers occassionally visited by insect","Not applicable",2.580441439,2.043043669,3.950359907,3.128578486,"Plenty","Plenty","Actinomorphe",3.5,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rumex thyrsoides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rumex x pratensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ruscus aculeatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ruta chalepensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ruta graveolens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sabulina tenuifolia","Minuartia hybrida","White","Flowers with partly hidden nectar","Disk flowers with nectar hidden nectaries at base of stamens",4.707469593,3.977929064,6.325355946,5.257501111,"Present","Plenty","Actinomorphe",11.5,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sabulina tenuifolia subsp. laxa","Minuartia hybrida","White","Flowers with partly hidden nectar","Disk flowers with nectar hidden nectaries at base of stamens",4.707469593,3.977929064,6.325355946,5.257501111,"Present","Plenty","Actinomorphe",11.5,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sagina","Sagina apetala_Sagina procumbens","White","Flowers with partly hidden nectar","Disk flowers with nectar hidden nectaries at base of stamens",4.542188855,3.718125162,6.075153396,5.2332779185,"Plenty","Plenty","Actinomorphe",7.5,11.5,NA,NA,NA,NA,NA,NA,NA,"Sagina apetala","H","Sr","A"
"Sagina apetala","Sagina apetala","White","Flowers with partly hidden nectar","Disk flowers with nectar hidden nectaries at base of stamens",4.469718233,3.639205768,5.98643921,5.177507859,"Plenty","Plenty","Actinomorphe",3.5,11.5,NA,NA,NA,NA,NA,NA,NA,"Sagina apetala","H","Sr","A"
"Sagina procumbens","Sagina procumbens","White","Flowers with partly hidden nectar","Disk flowers with nectar hidden nectaries at base of stamens",4.614659477,3.797044556,6.163867582,5.289047978,"Plenty","Plenty","Actinomorphe",11.5,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salix","Salix caprea","Yellow","Flowers with partly hidden nectar","Brush flowers",4.458910857,3.660163885,5.992840186,5.126970065,"Plenty","Plenty","Actinomorphe",3.5,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salix alba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salix caprea","Salix caprea","Yellow","Flowers with partly hidden nectar","Brush flowers",4.458910857,3.660163885,5.992840186,5.126970065,"Plenty","Plenty","Actinomorphe",3.5,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salix cinerea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salix fragilis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salix purpurea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salix triandra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salsola kali",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salvia","Salvia pratensis_Salvia sylvestris","Blue_Yellow","Bumble bee flowers_Hymenoptere flowers","Flag blossom, fabaceae type_True lip flowers",1,7.965,6.785,1,"Plenty_Present","Little_Plenty","Zygomorphe",7.5,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salvia nemorosa","Salvia sylvestris","Yellow","Hymenoptere flowers","Flag blossom, fabaceae type",1,7.93,5.53,1,"Present","Plenty","Zygomorphe",3.5,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salvia officinalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salvia pratensis","Salvia pratensis","Blue","Bumble bee flowers","True lip flowers",1,8,8.04,1,"Plenty","Little","Zygomorphe",11.5,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salvia rosmarinus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salvia sclarea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salvia verbenaca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salvia verticillata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salvia viridis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sambucus","Sambucus ebulus_Sambucus nigra","White","Flowers with open nectar_Pollen flowers","Disk flowers with nectar open_Pollen flower",2.415246598,4.306921941,5.9331650425,5.660900665,"None_Present","Plenty","Actinomorphe",11.5,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sambucus ebulus","Sambucus ebulus","White","Flowers with open nectar","Disk flowers with nectar open",1,5.35,6.47,7.05,"Present","Plenty","Actinomorphe",11.5,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sambucus nigra","Sambucus nigra","White","Pollen flowers","Pollen flower",3.830493196,3.263843882,5.396330085,4.27180133,"None","Plenty","Actinomorphe",11.5,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sanguisorba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sanguisorba officinalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Santolina chamaecyparissus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Saponaria ocymoides subsp. ocymoides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Saponaria officinalis","Saponaria officinalis","Pink","Butterfly flowers","Stalk disc flowers, stamina and pistil outside tube",3.89,4.24,6.18,3.39,"Present","None","Actinomorphe",11.5,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Satureja",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Satureja montana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Saxifraga tridactylites","Saxifraga tridactylites","White","Flowers with open nectar","Disk flowers with nectar open",4.31,4.33,6.25,4.17,"Present","Plenty","Actinomorphe",3.5,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scabiosa","Scabiosa atropurpurea","Purple","Flowers with totally hidden nectar","Flower heads, non-asteraceae",4.699808797,4.471881239,6.617269017,4.603601593,"Present","Plenty","Actinomorphe",3.5,11.5,"Sixalix atropurpurea ssp. maritima","5","Na","Na",120,"S-r","Hémicryptophytes cespiteux",NA,NA,NA,NA
"Scabiosa atropurpurea","Scabiosa atropurpurea","Purple","Flowers with totally hidden nectar","Flower heads, non-asteraceae",4.699808797,4.471881239,6.617269017,4.603601593,"Present","Plenty","Actinomorphe",3.5,11.5,"Sixalix atropurpurea ssp. maritima","5","Na","Na",120,"S-r","Hémicryptophytes cespiteux",NA,NA,NA,NA
"Scabiosa columbaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scabiosa lucida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scandix australis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scandix pecten-veneris","Scandix pecten-veneris","White","Flowers with open nectar","Disk flowers with nectar open",1,4.07,4.58,5.02,"Present","Plenty","Zygomorphe",3.5,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Schedonorus arundinaceus","Schedonorus arundinaceus","Green","Wind flowers","Not applicable",1,1,2.458076092,1,"None","Plenty","Actinomorphe",3.5,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Schedonorus arundinaceus subsp. arundinaceus","Schedonorus arundinaceus","Green","Wind flowers","Not applicable",1,1,2.458076092,1,"None","Plenty","Actinomorphe",3.5,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Schedonorus giganteus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Schedonorus pratensis","Schedonorus pratensis","Green","Wind flowers","Not applicable",1,1,2.458076092,1,"None","Plenty","Actinomorphe",3.5,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Schedonorus pratensis subsp. pratensis","Schedonorus pratensis","Green","Wind flowers","Not applicable",1,1,2.458076092,1,"None","Plenty","Actinomorphe",3.5,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scirpoides holoschoenus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scirpus sylvaticus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scleranthus annuus","Scleranthus annuus","Green","Flowers with partly hidden nectar","Disk flowers with nectar hidden",4.6,1,5.23,4.31,"Present","Plenty","Actinomorphe",11.5,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scleranthus annuus subsp. annuus","Scleranthus annuus","Green","Flowers with partly hidden nectar","Disk flowers with nectar hidden",4.6,1,5.23,4.31,"Present","Plenty","Actinomorphe",11.5,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scleranthus perennis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sclerochloa dura",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sclerochloa dura","G","R","A"
"Scolymus","Scolymus hispanicus_Scolymus maculatus","Yellow","Flowers with totally hidden nectar","Not applicable",3.852504624,3.215377701,5.379825761,4.382189471,"Present","Plenty","Actinomorphe",3.5,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scolymus hispanicus","Scolymus hispanicus","Yellow","Flowers with totally hidden nectar","Not applicable",3.852504624,3.215377701,5.379825761,4.382189471,"Present","Plenty","Actinomorphe",3.5,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scolymus maculatus","Scolymus maculatus","Yellow","Flowers with totally hidden nectar","Not applicable",3.852504624,3.215377701,5.379825761,4.382189471,"Present","Plenty","Actinomorphe",3.5,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scorpiurus muricatus","Scorpiurus muricatus","Yellow","Hymenoptere flowers","Flag blossom, fabaceae type",4.388076482,5.322601055,6.949576535,2.828255408,"Present","Plenty","Zygomorphe",3.5,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scorpiurus subvillosus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scorpiurus vermiculatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scorzonera hirsuta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scorzoneroides autumnalis","Scorzoneroides autumnalis","Yellow","Flowers with totally hidden nectar","Not applicable",3.852504624,3.215377701,5.379825761,4.382189471,"Present","Plenty","Actinomorphe",3.5,3.5,NA,NA,NA,NA,NA,NA,NA,"Leontodon autumnalis","H","Csr","P"
"Scrophularia auriculata","Scrophularia auriculata","Brown","Flowers with totally hidden nectar","Lip flowers",3.548877834,5.082601241,6.326489525,1.313089404,"None","None","Zygomorphe",3.5,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scrophularia nodosa","Scrophularia nodosa","Brown","Hymenoptere flowers","Lip flowers",4.504674518,5.609024256,7.187951442,2.712279775,"Present","Little","Zygomorphe",21.5,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scutellaria galericulata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Secale cereale","Secale cereale","Yellow","Wind flowers","Not applicable",1,1,2.952106576,1,"None","Plenty","Actinomorphe",3.5,3.5,NA,NA,NA,NA,NA,NA,NA,"Secale cereale","G","R","A"
"Sedum","Sedum acre_Sedum album_Sedum rubens","White_Yellow","Flowers with partly hidden nectar","Disk flowers with nectar hidden",5.01332645033333,3.96521529233333,6.492354334,5.93897025766667,"None_Present","Plenty_Present","Actinomorphe",9.5,36.3333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sedum acre","Sedum acre","Yellow","Flowers with partly hidden nectar","Disk flowers with nectar hidden",4.651091532,3.611436388,6.073334747,5.607718079,"None","Present","Actinomorphe",3.5,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sedum album","Sedum album","White","Flowers with partly hidden nectar","Disk flowers with nectar hidden",5.532369231,4.353046981,7.021326917,6.56726059,"Present","Present","Actinomorphe",21.5,21.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sedum anglicum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sedum rubens","Sedum rubens","White","Flowers with partly hidden nectar","Disk flowers with nectar hidden",4.856518588,3.931162508,6.382401338,5.641932104,"Present","Plenty","Actinomorphe",3.5,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Senecio","Senecio inaequidens_Senecio vernalis_Senecio viscosus_Senecio vulgaris","Yellow","Flowers with totally hidden nectar","Flower heads, asteraceae, ray and disk flowers",5.17406401725,4.38603484825,6.5212401045,5.73928091475,"Present","Little_Plenty_Present","Actinomorphe",3.5,28.25,"Senecio vulgaris","(1-)3-6(-12)","12","0?",40,"R","Thérophytes estivaux","Senecio vulgaris","H","R","A"
"Senecio gallicus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Senecio inaequidens","Senecio inaequidens","Yellow","Flowers with totally hidden nectar","Flower heads, asteraceae, ray and disk flowers",4.780548801,3.941356489,6.345142152,5.46358926,"Present","Present","Actinomorphe",3.5,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Senecio leucanthemifolius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Senecio lividus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Senecio sylvaticus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Senecio vernalis","Senecio vernalis","Yellow","Flowers with totally hidden nectar","Flower heads, asteraceae, ray and disk flowers",4.755707268,3.922782904,6.319818266,5.433534399,"Present","Plenty","Actinomorphe",3.5,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Senecio viscosus","Senecio viscosus","Yellow","Flowers with totally hidden nectar","Flower heads, asteraceae, ray and disk flowers",5.58,4.84,6.71,6.03,"Present","Plenty","Actinomorphe",3.5,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Senecio vulgaris","Senecio vulgaris","Yellow","Flowers with totally hidden nectar","Flower heads, asteraceae, ray and disk flowers",5.58,4.84,6.71,6.03,"Present","Little","Actinomorphe",3.5,3.5,"Senecio vulgaris","(1-)3-6(-12)","12","0?",40,"R","Thérophytes estivaux","Senecio vulgaris","H","R","A"
"Senecio vulgaris subsp. vulgaris","Senecio vulgaris","Yellow","Flowers with totally hidden nectar","Flower heads, asteraceae, ray and disk flowers",5.58,4.84,6.71,6.03,"Present","Little","Actinomorphe",3.5,3.5,"Senecio vulgaris","(1-)3-6(-12)","12","0?",40,"R","Thérophytes estivaux","Senecio vulgaris","H","R","A"
"Serapias lingua",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Serapias vomeracea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Setaria","Setaria italica subsp. viridis_Setaria parviflora_Setaria pumila_Setaria verticillata_Setaria viridis","Green","Wind flowers","Not applicable",1,1,2.0017001756,1,"None","Little_Plenty","Actinomorphe",3.5,3.5,NA,NA,NA,NA,NA,NA,NA,"Setaria viridis","G","R","A"
"Setaria faberi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Setaria italica","Setaria italica subsp. viridis_Setaria viridis","Green","Wind flowers","Not applicable",1,1,1.909763651,1,"None","Little_Plenty","Actinomorphe",3.5,3.5,NA,NA,NA,NA,NA,NA,NA,"Setaria viridis","G","R","A"
"Setaria italica subsp. italica","Setaria italica subsp. viridis_Setaria viridis","Green","Wind flowers","Not applicable",1,1,1.909763651,1,"None","Little_Plenty","Actinomorphe",3.5,3.5,NA,NA,NA,NA,NA,NA,NA,"Setaria viridis","G","R","A"
"Setaria italica subsp. viridis","Setaria italica subsp. viridis_Setaria viridis","Green","Wind flowers","Not applicable",1,1,1.909763651,1,"None","Little_Plenty","Actinomorphe",3.5,3.5,NA,NA,NA,NA,NA,NA,NA,"Setaria viridis","G","R","A"
"Setaria parviflora","Setaria parviflora","Green","Wind flowers","Not applicable",1,1,2.459486788,1,"None","Plenty","Actinomorphe",3.5,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Setaria pumila","Setaria pumila","Green","Wind flowers","Not applicable",1,1,1.27,1,"None","Plenty","Actinomorphe",3.5,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Setaria verticillata","Setaria verticillata","Green","Wind flowers","Not applicable",1,1,2.459486788,1,"None","Plenty","Actinomorphe",3.5,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sherardia arvensis","Sherardia arvensis","Violet","Butterfly flowers","Funnel flowers",4.02,5,7.11,2.55,"Present","Plenty","Actinomorphe",21.5,21.5,"Sherardia arvensis","3","3","1",20,"R / s-r","Thérophytes estivaux","Sheradia arvensis","H","Sr","A"
"Sicyos","Sicyos angulatus","Yellow","Flowers with totally hidden nectar","Disk flowers with nectar hidden nectaries at base of stamens",4.755537098,4.04402066,6.392443044,5.276757048,"Present","Plenty","Actinomorphe",3.5,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sicyos angulatus","Sicyos angulatus","Yellow","Flowers with totally hidden nectar","Disk flowers with nectar hidden nectaries at base of stamens",4.755537098,4.04402066,6.392443044,5.276757048,"Present","Plenty","Actinomorphe",3.5,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sideritis romana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Silaum silaus","Silaum silaus","Yellow","Flowers with open nectar","Disk flowers with nectar open",3.889372727,3.388557655,5.504753438,4.238939623,"None","Plenty","Actinomorphe",11.5,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Silene","Silene conoidea_Silene cretica_Silene dioica_Silene gallica_Silene latifolia_Silene muscipula_Silene noctiflora_Silene nocturna_Silene vulgaris","Pink_Red_Rose_White_Yellow","Bumble bee flowers_Butterfly flowers_Flowers with partly hidden nectar_Flowers with totally hidden nectar_Hymenoptere flowers","Disk flowers with nectar hidden nectaries at base of stamens_Stalk disc flowers, stamina and pistil outside tube",3.54569135244444,3.62150190488889,5.94559832433333,3.71211420155556,"None_Present","Little_Plenty","Actinomorphe",8.38888888888889,17.2777777777778,"Silene latifolia subsp. alba","5","12","0?",100,"R / c-r","Hémicryptophytes érigé","Silene alba_Silene vulgaris","H","Cr_Csr","P"
"Silene bellidifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Silene conica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Silene conoidea","Silene conoidea","Rose","Flowers with partly hidden nectar","Disk flowers with nectar hidden nectaries at base of stamens",4.46,4.21,6.12,4.46,"Present","Plenty","Actinomorphe",3.5,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Silene cretica","Silene cretica","Pink","Flowers with totally hidden nectar","Stalk disc flowers, stamina and pistil outside tube",4.46,4.21,4.91,4.46,"Present","Plenty","Actinomorphe",3.5,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Silene dichotoma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Silene dioica","Silene dioica","Red","Butterfly flowers","Stalk disc flowers, stamina and pistil outside tube",3.91121675,3.520461114,5.596344495,4.116271113,"None","Little","Actinomorphe",21.5,21.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Silene gallica","Silene gallica","White","Hymenoptere flowers","Stalk disc flowers, stamina and pistil outside tube",4.408902215,3.961835056,6.145239634,4.629047055,"Present","Plenty","Actinomorphe",3.5,33.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Silene italica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Silene latifolia","Silene latifolia","White","Butterfly flowers","Stalk disc flowers, stamina and pistil outside tube",3.714244254,3.094931184,5.228640707,4.236937203,"None","Plenty","Actinomorphe",3.5,21.5,"Silene latifolia subsp. alba","5","12","0?",100,"R / c-r","Hémicryptophytes érigé","Silene alba","H","Cr","P"
"Silene muscipula","Silene muscipula","Yellow","Flowers with partly hidden nectar","Disk flowers with nectar hidden nectaries at base of stamens",4.46,4.21,5.26,4.46,"Present","Plenty","Actinomorphe",3.5,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Silene nicaeensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Silene noctiflora","Silene noctiflora","Pink","Butterfly flowers","Stalk disc flowers, stamina and pistil outside tube",1,1,7.7,1,"None","Plenty","Actinomorphe",11.5,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Silene nocturna","Silene nocturna","White","Flowers with partly hidden nectar","Disk flowers with nectar hidden nectaries at base of stamens",4.496858953,3.78628979,6.090160083,5.046772443,"Present","Plenty","Actinomorphe",3.5,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Silene nutans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Silene nutans subsp. nutans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Silene stricta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Silene vulgaris","Silene vulgaris","White","Bumble bee flowers","Stalk disc flowers, stamina and pistil outside tube",1,4.6,6.46,1,"Present","Plenty","Actinomorphe",21.5,21.5,NA,NA,NA,NA,NA,NA,NA,"Silene vulgaris","H","Csr","P"
"Silene vulgaris subsp. vulgaris","Silene vulgaris","White","Bumble bee flowers","Stalk disc flowers, stamina and pistil outside tube",1,4.6,6.46,1,"Present","Plenty","Actinomorphe",21.5,21.5,NA,NA,NA,NA,NA,NA,NA,"Silene vulgaris","H","Csr","P"
"Silphium perfoliatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
