"accepted_taxa","original_taxa_GIFT","Dispersal.mode_1_GIFT","Dispersal.mode_2_GIFT","Flower.color_GIFT","Flower.length_max_cm_GIFT","Flower.length_min_cm_GIFT","Flower.width_max_cm_GIFT","Flower.width_min_cm_GIFT","Fruit.colour_GIFT","Growth.form_1_GIFT","Growth.form_2_GIFT","Inflorescence_GIFT","Leaf.length_cm_GIFT","Leaf.area_cm2_GIFT","Leaf.width_cm_GIFT","Lifecycle_GIFT","Photosynthetic.pathway_GIFT","Plant.height_max_m_GIFT","Plant.height_mean_m_GIFT","Plant.height_min_m_GIFT","Pollination.syndrome_1_GIFT","Pollination.syndrome_2_GIFT","Pollination.syndrome_3_GIFT","Seed.mass_g_GIFT","SLA_cm2.g-1_GIFT"
"Telosma africana","Telosma africana","","","",NA,NA,NA,NA,"","","","",NA,NA,NA,"Perennial","",3,4.5,1,"","","",NA,NA
"Tephrosia","Tephrosia bracteolata_Tephrosia elegans_Tephrosia flexuosa_Tephrosia linearis_Tephrosia noctiflora_Tephrosia pedicellata_Tephrosia platycarpa_Tephrosia purpurea_Tephrosia vogelii","Autochorous_Zoochorous","Autochorous","",NA,NA,NA,NA,"","Herb_Shrub","Forb_Herb_Shrub_Subshrub","",NA,NA,NA,"Annual_Perennial","C3",3.167413048625,1.3,0.600748725,"Biotic","Insect","Bee",0.0121755207916667,NA
"Tephrosia bracteolata","Tephrosia bracteolata","","","",NA,NA,NA,NA,"","Herb","Shrub","",NA,NA,NA,"","C3",2.438429651,NA,0.609607413,"","","",0.0069825,NA
"Tephrosia elegans","Tephrosia elegans","","","",NA,NA,NA,NA,"","Herb","Herb","",NA,NA,NA,"","C3",1.524018532,NA,0.609607413,"","","",0.0122,NA
"Tephrosia flexuosa","Tephrosia flexuosa","","","",NA,NA,NA,NA,"","Herb","","",NA,NA,NA,"","",1.524018532,NA,NA,"","","",NA,NA
"Tephrosia linearis","Tephrosia linearis","Autochorous","Autochorous","",NA,NA,NA,NA,"","Herb","Herb","",NA,NA,NA,"Annual","C3",6,0.6,0.304803706,"","","",0.00291,NA
"Tephrosia noctiflora","Tephrosia noctiflora","","","",NA,NA,NA,NA,"","","Forb","",NA,NA,NA,"Perennial","C3",7.5,1.5,0.6,"","","",0.00994,NA
"Tephrosia pedicellata","Tephrosia pedicellata","","","",NA,NA,NA,NA,"","Herb","","",NA,NA,NA,"Perennial","C3",NA,NA,NA,"","","",0.00343,NA
"Tephrosia platycarpa","Tephrosia platycarpa","","","",NA,NA,NA,NA,"","","","",NA,NA,NA,"Annual","",0.30480061,NA,0.152400305,"","","",0.01089,NA
"Tephrosia purpurea","Tephrosia purpurea","Zoochorous","","",NA,NA,NA,NA,"","","Subshrub","",NA,NA,NA,"Perennial","C3",3,0.6,0.1,"","","",0.00972833333333333,NA
"Tephrosia vogelii","Tephrosia vogelii","Autochorous","Autochorous","",NA,NA,NA,NA,"","Shrub","","",NA,NA,NA,"Perennial","C3",3.048037064,2.5,1.828822238,"Biotic","Insect","Bee",0.041323333,NA
"Teramnus labialis","Teramnus labialis","Autochorous","Autochorous","",NA,NA,NA,NA,"","Herb","Forb","",NA,NA,NA,"Perennial","C3",3,2,0.3,"","","",0.00619875,NA
"Terminalia","Terminalia leiocarpa_Terminalia schimperiana","","","",NA,NA,NA,NA,"","Tree","Tree","",NA,NA,NA,"Perennial","C3",16.764203855,15,NA,"","","",0.1654975,NA
"Terminalia leiocarpa","Terminalia leiocarpa","","","",NA,NA,NA,NA,"","Tree","Tree","",NA,NA,NA,"Perennial","C3",21.33625945,15,NA,"","","",0.007225,NA
"Terminalia schimperiana","Terminalia schimperiana","","","",NA,NA,NA,NA,"","Tree","Tree","",NA,NA,NA,"Perennial","C3",12.19214826,NA,NA,"","","",0.32377,NA
"Tetracera alnifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tetradenia riparia","Tetradenia riparia","","","",NA,NA,NA,NA,"","Shrub","","",NA,NA,NA,"Perennial","",3,3,1,"","","",3.5e-05,NA
"Tetragonia tetragonioides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thalia geniculata","Thalia geniculata","","","",NA,NA,NA,NA,"","Herb","","",NA,NA,NA,"Perennial","",2,3,NA,"","","",0.06492,NA
"Thaumatococcus daniellii","Thaumatococcus daniellii","","","",NA,NA,NA,NA,"","Herb","Herb","",NA,NA,NA,"Perennial","",3.048037064,2,NA,"","","",NA,NA
"Thelepogon elegans","Thelepogon elegans","","","",NA,NA,NA,NA,"","Herb","Herb","",NA,NA,NA,"Annual","",1.5,NA,NA,"","","",NA,NA
"Themeda quadrivalvis","Themeda quadrivalvis","","","",NA,NA,NA,NA,"","Herb","","",NA,NA,NA,"Annual","C4",5,NA,1,"","","",0.0018,NA
"Thunbergia fragrans","Thunbergia fragrans","","","White",NA,NA,NA,NA,"","Herb","Herb","",NA,NA,NA,"Perennial","",NA,NA,NA,"","","",NA,NA
"Thysanolaena latifolia","Thysanolaena latifolia","","","",NA,NA,NA,NA,"","Herb","Graminoid","",NA,NA,NA,"Perennial","C3",3,3,NA,"","","",NA,174.33178685
"Tilesia baccata","Tilesia baccata","","","",NA,NA,NA,NA,"","","Shrub","",NA,NA,NA,"Perennial","",NA,NA,NA,"","","",0.00078,NA
"Tithonia diversifolia","Tithonia diversifolia","","","Yellow",7,4,10,5,"","","","",NA,NA,NA,"","",5,3,0.7,"Biotic","Insect","Insect",NA,NA
"Torenia crustacea","Torenia crustacea","","","",NA,NA,NA,NA,"","Herb","Forb","",1.5,NA,NA,"Annual","",0.5,0.15,0,"","","",NA,NA
"Torenia thouarsii","Torenia thouarsii","Hydrochorous","","",NA,NA,NA,NA,"","Herb","Herb","",NA,NA,NA,"Annual","",NA,0.3,NA,"","","",NA,NA
"Tragia","Tragia benthamii_Tragia senegalensis_Tragia volubilis","","","",NA,NA,NA,NA,"","Herb","","",NA,NA,NA,"Perennial","",3,2,0.2,"","","",NA,NA
"Tragia benthamii","Tragia benthamii","","","",NA,NA,NA,NA,"","Herb","","",NA,NA,NA,"Perennial","",3,2.5,0.2,"","","",NA,NA
"Tragia senegalensis","Tragia senegalensis","","","",NA,NA,NA,NA,"","","","",NA,NA,NA,"Perennial","",NA,1.5,NA,"","","",NA,NA
"Tragia spathulata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tragia volubilis","Tragia volubilis","","","",NA,NA,NA,NA,"","Herb","","",NA,NA,NA,"Perennial","",NA,NA,NA,"","","",NA,NA
"Tragus","Tragus berteronianus_Tragus racemosus","Zoochorous","Zoochorous","",0.35,NA,NA,NA,"","Herb","","Spike",NA,NA,NA,"Annual","C4",0.5,0.3325,0.1,"","","",0.000562252333333333,NA
"Tragus berteronianus","Tragus berteronianus","Zoochorous","","",NA,NA,NA,NA,"","Herb","","",NA,NA,NA,"Annual","C4",0.6,0.5,NA,"","","",0.000302727,NA
"Tragus racemosus","Tragus racemosus","Zoochorous","Zoochorous","",0.35,NA,NA,NA,"","Herb","","Spike",NA,NA,NA,"Annual","C4",0.4,0.165,0.1,"","","",0.000821777666666667,NA
"Trema","Trema angustifolium_Trema micranthum_Trema orientale","Zoochorous","Endozoochorous","",NA,NA,NA,NA,"","Tree","Tree","",10.8,NA,4.7,"Perennial","C3",30.5,9.67416666666667,3.1,"Biotic","Insect","Bee",0.0118595555,137.5307066
"Trema angustifolium","Trema angustifolium","","","",NA,NA,NA,NA,"","","Tree","",NA,NA,NA,"Perennial","C3",NA,6,NA,"","","",NA,137.5307066
"Trema micranthum","Trema micranthum","Zoochorous","","",NA,NA,NA,NA,"","Tree","","",NA,NA,NA,"Perennial","C3",25,12.5225,5,"Biotic","Insect","Bee",0.0198244443333333,NA
"Trema orientale","Trema orientale","Zoochorous","Endozoochorous","",NA,NA,NA,NA,"","Tree","Tree","",10.8,NA,4.7,"Perennial","C3",36,10.5,1.2,"","","",0.00389466666666667,NA
"Trianthema portulacastrum","Trianthema portulacastrum","","","",NA,NA,NA,NA,"","Herb","","",2.75,NA,NA,"Annual","",0.5,0.5,0,"","","",0.00138,NA
"Tribulus cistoides","Tribulus cistoides","","","",NA,NA,NA,NA,"","Herb","","",NA,NA,NA,"Perennial","C4",0.5,0.9,0,"","","",NA,NA
"Tribulus terrestris","Tribulus terrestris","Zoochorous","Zoochorous","Yellow",1.4,1,NA,NA,"","Herb","","",NA,NA,NA,"Annual","C4",0.6,0.6,0,"Biotic","Insect","Bee",0.021744286,NA
"Trichanthecium glaucocladum","Trichanthecium glaucocladum","","","",NA,NA,NA,NA,"","Herb","","",NA,NA,NA,"Annual","",NA,NA,NA,"","","",NA,NA
"Trichilia martineaui","Trichilia martineaui","","","",NA,NA,NA,NA,"","Tree","Tree","",NA,NA,NA,"","",30.48037064,NA,NA,"","","",1.06,NA
"Trichilia prieuriana","Trichilia prieuriana","","","",NA,NA,NA,NA,"","Tree","Tree","",NA,NA,NA,"Perennial","",21.33625945,NA,3.048037064,"Biotic","Insect","Bee",0.31,NA
"Trichodesma indicum","Trichodesma indicum","","","",NA,NA,NA,NA,"","Herb","Herb","",NA,NA,NA,"Annual","",NA,0.4,NA,"Biotic","Insect","Insect",0.0018,NA
"Trichodesma zeylanicum","Trichodesma zeylanicum","Unspecialized","Autochorous","",NA,NA,NA,NA,"","Herb","Herb","",NA,NA,NA,"","C3",2,1,0,"Biotic","Insect","Bee",0.0094855715,NA
"Triclicera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tricliceras pilosum","Tricliceras pilosum","","","",NA,NA,NA,NA,"","Herb","Herb","",NA,NA,NA,"Annual","",NA,NA,NA,"","","",NA,NA
"Tridax procumbens","Tridax procumbens","","","",NA,NA,NA,NA,"","Herb","","",NA,NA,NA,"Perennial","C3",0.5,0.250266700666667,0,"Biotic","Insect","Insect",0.000688,NA
"Trifolium repens","Trifolium repens","Zoochorous","","",1.2,0.7,NA,NA,"","Herb","","",NA,6.82,NA,"Perennial","C3",0.6,0.25,0.05,"Biotic","Insect","Bee",0.00060071425,314.43
"Trigastrotheca stricta","Trigastrotheca stricta","","","",NA,NA,NA,NA,"","Herb","Herb","",2.75,NA,0.45,"Annual","",0.3,0.2,0.1,"","","",1e-04,NA
"Triplochiton scleroxylon","Triplochiton scleroxylon","Anemochorous","","",NA,NA,NA,NA,"","Tree","Tree","",NA,NA,NA,"Perennial","",60.96074128,37.5,NA,"","","",0.3012,NA
"Triplophyllum protensum","Triplophyllum protensum","","","",NA,NA,NA,NA,"","Herb","","",NA,NA,NA,"","",NA,NA,NA,"","","",NA,NA
"Tristemma hirtum","Tristemma hirtum","","","",NA,NA,NA,NA,"","Herb","","",NA,NA,NA,"","",1.219214826,NA,0.914411119,"","","",NA,NA
"Tristemma mauritianum","Tristemma mauritianum","Zoochorous","Endozoochorous","",NA,NA,NA,NA,"","","","",NA,NA,NA,"Perennial","",0.914411119,1.75,NA,"","","",NA,NA
"Triumfetta","Triumfetta cordifolia_Triumfetta pentandra_Triumfetta rhomboidea","Zoochorous","Epizoochorous","Yellow",0.18,0.08,NA,NA,"","Herb_Shrub","Shrub","",NA,NA,NA,"Annual_Perennial","C3",3.19068519866667,2.07777777777778,0.105,"Biotic","Insect","Bee",0.0098425,NA
"Triumfetta cordifolia","Triumfetta cordifolia","Zoochorous","Epizoochorous","",NA,NA,NA,NA,"","Shrub","Shrub","",NA,NA,NA,"Perennial","C3",4.572055596,3,NA,"Biotic","Insect","Bee",NA,NA
"Triumfetta pentandra","Triumfetta pentandra","","","",NA,NA,NA,NA,"","Herb","","",NA,NA,NA,"Annual","C3",2,2,0.2,"","","",0.010125,NA
"Triumfetta rhomboidea","Triumfetta rhomboidea","Zoochorous","","Yellow",0.18,0.08,NA,NA,"","","","",NA,NA,NA,"Perennial","C3",3,1.23333333333333,0.01,"Biotic","Insect","Bee",0.00956,NA
"Tropaeolum majus","Tropaeolum majus","","","",6,2.5,6,4,"","Herb","","",NA,63.32625,17,"","C3",2,1.83,0.1,"Biotic","Insect","",0.14335,324.92
"Turraea heterophylla","Turraea heterophylla","","","",NA,NA,NA,NA,"","Shrub","Shrub","",NA,NA,NA,"","",1.828822238,NA,0.914411119,"","","",NA,NA
"Typha","Typha domingensis","Anemochorous","Anemochorous","",NA,NA,NA,NA,"","Herb","","",95,NA,0.55,"Perennial","C3",30,2.3,0.7,"Abiotic","Wind","Wind",9.945e-05,NA
"Typha domingensis","Typha domingensis","Anemochorous","Anemochorous","",NA,NA,NA,NA,"","Herb","","",95,NA,0.55,"Perennial","C3",30,2.3,0.7,"Abiotic","Wind","Wind",9.945e-05,NA
"Ulex europaeus","Ulex europaeus","","","Yellow",NA,NA,NA,NA,"","Shrub","Shrub","",NA,0.145,0.3,"Perennial","C3",3,1.1165,0.5,"Biotic","Insect","",0.006435361,82.03
"Uraria picta","Uraria picta","","","",NA,NA,NA,NA,"","","","",NA,NA,NA,"Perennial","C3",0.914411119,2,0.304803706,"","","",0.003505,NA
"Urena lobata","Urena lobata","Zoochorous","","",NA,NA,NA,NA,"","","","",5.33333333333333,NA,5.5,"Perennial","C3",5,1.78571428571429,0.4,"Biotic","Insect","",0.0152175,NA
"Urochloa","Urochloa arrecta_Urochloa brizantha_Urochloa comata_Urochloa deflexa_Urochloa dictyoneura_Urochloa distachyoides_Urochloa eminii_Urochloa fusca_Urochloa lata_Urochloa mutica_Urochloa polystachya_Urochloa ramosa_Urochloa reptans_Urochloa serrata_Urochloa villosa","Unspecialized_Zoochorous","Endozoochorous_Unspecialized","",NA,NA,5,2,"","Herb","Graminoid_Herb","",NA,NA,1,"Annual_Perennial","C4",1.10272727272727,0.891666666666667,0.214285714285714,"Abiotic","Wind","Wind",0.00213829166666667,NA
"Urochloa arrecta","Urochloa arrecta","","","",NA,NA,NA,NA,"","Herb","","",NA,NA,NA,"Perennial","C4",1.29,NA,NA,"","","",NA,NA
"Urochloa brizantha","Urochloa brizantha","Unspecialized","Unspecialized","",NA,NA,NA,NA,"","Herb","","",NA,NA,NA,"Perennial","C4",2,1.37,0.3,"","","",0.003093,NA
"Urochloa comata","Urochloa comata","","","",NA,NA,NA,NA,"","Herb","Herb","",NA,NA,NA,"Annual","",NA,0.6,NA,"","","",NA,NA
"Urochloa deflexa","Urochloa deflexa","","","",NA,NA,NA,NA,"","Herb","Graminoid","",NA,NA,NA,"Annual","C4",0.69,0.525,0.15,"Abiotic","Wind","Wind",NA,NA
"Urochloa dictyoneura","Urochloa dictyoneura","","","",NA,NA,NA,NA,"","Herb","","",NA,NA,NA,"Perennial","C4",1.2,0.7,NA,"","","",NA,NA
"Urochloa distachyoides","Urochloa distachyoides","","","",NA,NA,NA,NA,"","Herb","Herb","",NA,NA,NA,"Annual","",NA,NA,NA,"","","",NA,NA
"Urochloa distachyos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Urochloa eminii","Urochloa eminii","","","",NA,NA,NA,NA,"","Herb","","",NA,NA,NA,"Perennial","C4",2,1.5,0.3,"","","",0.003443,NA
"Urochloa fusca","Urochloa fusca","","","",NA,NA,NA,NA,"","Herb","","",NA,NA,NA,"Annual","",0.7,NA,NA,"","","",0.00271,NA
"Urochloa lata","Urochloa lata","","","",NA,NA,NA,NA,"","Herb","Herb","",NA,NA,NA,"Annual","C4",NA,NA,0.3,"","","",0.00173,NA
"Urochloa mutica","Urochloa mutica","Zoochorous","Endozoochorous","",NA,NA,NA,NA,"","Herb","","",NA,NA,1,"Perennial","C4",1.8,0.91,0.25,"","","",0.001067,NA
"Urochloa polystachya","Urochloa polystachya","","","",NA,NA,NA,NA,"","Herb","","",NA,NA,NA,"Perennial","C4",NA,0.91,NA,"","","",NA,NA
"Urochloa ramosa","Urochloa ramosa","","","",NA,NA,NA,NA,"","Herb","Graminoid","",NA,NA,NA,"Annual","C4",0.6,0.91,0.1,"","","",0.00387333333333333,NA
"Urochloa reptans","Urochloa reptans","","","",NA,NA,5,2,"","Herb","Graminoid","",NA,NA,NA,"Annual","C4",0.4,NA,0.1,"","","",0.00061,NA
"Urochloa serrata","Urochloa serrata","","","",NA,NA,NA,NA,"","Herb","Graminoid","",NA,NA,NA,"Perennial","C4",1,0.6,NA,"","","",NA,NA
"Urochloa villosa","Urochloa villosa","","","",NA,NA,NA,NA,"","Herb","Graminoid","",NA,NA,NA,"Annual","C4",0.45,NA,NA,"","","",0.00058,NA
"Utricularia","Utricularia stellaris","","","",NA,NA,NA,NA,"","Herb","Herb","",NA,NA,NA,"Perennial","",0.3,NA,0.02,"","","",NA,NA
"Utricularia stellaris","Utricularia stellaris","","","",NA,NA,NA,NA,"","Herb","Herb","",NA,NA,NA,"Perennial","",0.3,NA,0.02,"","","",NA,NA
"Uvaria afzelii","Uvaria afzelii","","","",NA,NA,NA,NA,"","","","",NA,NA,NA,"Perennial","",4.572055596,3.5,NA,"","","",NA,NA
"Uvaria tortilis","Uvaria tortilis","","","",NA,NA,NA,NA,"","Shrub","Shrub","",NA,NA,NA,"","",NA,NA,NA,"","","",NA,NA
"Uvariodendron occidentale","Uvariodendron occidentale","","","",NA,NA,NA,NA,"","Tree","","",NA,NA,NA,"","",NA,NA,NA,"","","",NA,NA
"Vachellia farnesiana","Vachellia farnesiana","Zoochorous","Endozoochorous","Yellow",0.25,NA,NA,NA,"Brown","Tree","","",NA,NA,NA,"Perennial","C3",30,9.53,1,"Biotic","Insect","Bee",0.072483512,NA
"Vachellia nilotica","Vachellia nilotica","Zoochorous","","",NA,NA,NA,NA,"","Tree","","",NA,NA,NA,"Perennial","C3",15.24018532,8,3,"Biotic","Insect","",0.143206095285714,NA
"Vachellia seyal","Vachellia seyal","","","",NA,NA,NA,NA,"","Tree","Tree","",NA,NA,NA,"Perennial","C3",12.19214826,10,NA,"Biotic","Insect","Bee",0.039571,NA
"Vachellia sieberiana","Vachellia sieberiana","Autochorous","Autochorous","",NA,NA,NA,NA,"","Tree","Tree","",NA,NA,NA,"Perennial","",21.33625945,15,NA,"Biotic","Insect","",0.256872,NA
"Vandellia diffusa","Vandellia diffusa","","","",NA,NA,NA,NA,"","Herb","Forb","",NA,NA,NA,"Annual","",0.2,0.1512001525,0.05,"","","",NA,NA
"Vandellia senegalensis","Vandellia senegalensis","","","",NA,NA,NA,NA,"","Herb","Herb","",NA,NA,NA,"","",NA,0.304803706,NA,"","","",NA,NA
"Varronia curassavica","Varronia curassavica","Zoochorous","","",NA,NA,NA,NA,"","Shrub","Shrub","",NA,NA,NA,"Perennial","",NA,2.5,NA,"","","",0.00726,164.08798
"Vepris verdoorniana","Vepris verdoorniana","","","",NA,NA,NA,NA,"","Tree","","",NA,NA,NA,"","",NA,NA,NA,"","","",NA,NA
"Verbascum thapsus","Verbascum thapsus","Anemochorous","","Yellow",NA,NA,2.3,1.5,"","Herb","","",15,216.28333,6,"Biennial","",2,1.14433333333333,0.3,"Biotic","Insect","",0.000101975,169.18
"Verbena brasiliensis","Verbena brasiliensis","","","",NA,NA,NA,NA,"","Herb","","",NA,NA,1.3,"","C3",2.5,NA,0.5,"","","",0.00018,NA
"Verbena officinalis","Verbena officinalis","Unspecialized","","",NA,NA,NA,NA,"","Herb","Forb","Spike",NA,3.7725,2.5,"Perennial","C3",1,0.471333333333333,0.3,"Biotic","Insect","",0.0003456875,142
"Verbena rigida","Verbena rigida","Unspecialized","","",NA,NA,NA,NA,"","Herb","","",NA,NA,1.5,"Perennial","C3",1,NA,0.2,"Biotic","Insect","",0.000755555666666667,NA
"Verbesina encelioides","Verbesina encelioides","","","Yellow",2,1,2,1.2,"","Herb","","",NA,NA,NA,"Annual","C3",1,0.61,0.2,"","","",0.00196145466666667,NA
"Vernonia","Vernonia chapmanii_Vernonia colorata_Vernonia galamensis","","","",NA,NA,NA,NA,"","Herb","Herb","",NA,NA,NA,"Annual_Perennial","C3",4.572055596,1.93493456866667,NA,"","","",0.0022775,NA
"Vernonia chapmanii","Vernonia chapmanii","","","",NA,NA,NA,NA,"","Herb","Herb","",NA,NA,NA,"Perennial","",NA,0.304803706,NA,"","","",NA,NA
"Vernonia colorata","Vernonia colorata","","","",NA,NA,NA,NA,"","","","",NA,NA,NA,"Perennial","C3",4.572055596,4.5,NA,"","","",0.00126,NA
"Vernonia galamensis","Vernonia galamensis","","","",NA,NA,NA,NA,"","Herb","Herb","",NA,NA,NA,"Annual","",NA,1,NA,"","","",0.003295,NA
"Vernoniastrum ambiguum","Vernoniastrum ambiguum","","","",NA,NA,NA,NA,"","Herb","Herb","",NA,NA,NA,"Annual","",NA,NA,NA,"","","",0.00073,NA
"Vicia hirsuta","Vicia hirsuta","Autochorous","","",NA,NA,NA,NA,"","Herb","","",NA,3.05333,NA,"Annual","C3",0.9,0.341666666666667,0.15,"Biotic","Insect","Bee",0.00585270825,220.57
"Vicia sativa","Vicia sativa","Autochorous","","",NA,NA,NA,NA,"","Herb","","",NA,7.4885,NA,"Annual","C3",1.5,0.70625,0.1,"Biotic","Insect","",0.02886907275,226.335
"Vicoa indica","Vicoa indica","","","",NA,NA,NA,NA,"","Herb","Herb","",5.5,NA,NA,"Annual","",1.219214826,1,0.304803706,"","","",0.00026,NA
"Vigna","Vigna gracilis_Vigna luteola_Vigna racemosa_Vigna radiata_Vigna reticulata_Vigna subterranea_Vigna umbellata_Vigna unguiculata_Vigna vexillata","Hydrochorous","Autochorous_Hydrochorous","",NA,NA,NA,NA,"","Herb","Forb_Herb","",NA,NA,NA,"Annual_Perennial","C3",2.4275,2.42261904761905,0.125,"Biotic","Insect","Bee_Insect",0.128001858936508,NA
"Vigna gracilis","Vigna gracilis","","","",NA,NA,NA,NA,"","Herb","Herb","",NA,NA,NA,"","C3",NA,NA,NA,"","","",NA,NA
"Vigna luteola","Vigna luteola","Hydrochorous","Autochorous","",NA,NA,NA,NA,"","Herb","","",NA,NA,NA,"Perennial","C3",1.51,3,0.3,"","","",0.027813333,NA
"Vigna racemosa","Vigna racemosa","","","",NA,NA,NA,NA,"","","","",NA,NA,NA,"Perennial","C3",NA,NA,NA,"","","",0.010955,NA
"Vigna radiata","Vigna radiata","","","",NA,NA,NA,NA,"","Herb","Forb","",NA,NA,NA,"Annual","C3",1,0.903333333333333,0,"Biotic","Insect","Insect",0.0379094873333333,NA
"Vigna reticulata","Vigna reticulata","","","",NA,NA,NA,NA,"","Herb","Herb","",NA,NA,NA,"","C3",NA,1.5,NA,"","","",NA,NA
"Vigna subterranea","Vigna subterranea","","","",NA,NA,NA,NA,"","Herb","Herb","",NA,NA,NA,"Annual","C3",NA,NA,NA,"","","",0.585,NA
"Vigna umbellata","Vigna umbellata","","","",NA,NA,NA,NA,"","Herb","Herb","",NA,NA,NA,"Annual","C3",NA,3,NA,"","","",NA,NA
"Vigna unguiculata","Vigna unguiculata","Hydrochorous","Hydrochorous","",NA,NA,NA,NA,"","Herb","Forb","",NA,NA,NA,"","C3",6,2.46571428571429,0.2,"Biotic","Insect","Insect",0.0859108332857143,NA
"Vigna vexillata","Vigna vexillata","","","",NA,NA,NA,NA,"","Herb","Forb","",NA,NA,NA,"Perennial","C3",1.2,3.66666666666667,0,"Biotic","Insect","Bee",0.0204225,NA
"Vincetoxicum sylvaticum","Vincetoxicum sylvaticum","","","",NA,NA,NA,NA,"","","Herb","",NA,NA,NA,"Perennial","",NA,NA,NA,"","","",NA,NA
"Vitellaria paradoxa","Vitellaria paradoxa","","","",NA,NA,NA,NA,"","Tree","Tree","",NA,NA,NA,"Perennial","",15,14.7147037306667,10,"Biotic","Insect","Bee",6.4268333335,NA
"Vitex","Vitex doniana_Vitex oxycuspis_Vitex trifolia","Hydrochorous_Zoochorous","Endozoochorous","Violet",NA,NA,NA,NA,"","Tree","Tree","",NA,NA,NA,"Perennial","C3",11.8187840333333,9.83333333333335,4.772055596,"Biotic","Insect","Insect",0.503755,NA
"Vitex doniana","Vitex doniana","Zoochorous","Endozoochorous","",NA,NA,NA,NA,"","Tree","Tree","",NA,NA,NA,"Perennial","C3",18.28822238,16.6666666666667,9.144111192,"Biotic","","",0.90801,NA
"Vitex oxycuspis","Vitex oxycuspis","","","",NA,NA,NA,NA,"","Tree","Tree","",NA,NA,NA,"","C3",10.66812972,NA,4.572055596,"","","",NA,NA
"Vitex trifolia","Vitex trifolia","Hydrochorous","","Violet",NA,NA,NA,NA,"","","","",NA,NA,NA,"Perennial","C3",6.5,3,0.6,"Biotic","Insect","Insect",0.0995,NA
"Voacanga africana","Voacanga africana","Autochorous","Autochorous","",NA,NA,NA,NA,"","Tree","Tree","",NA,NA,NA,"Perennial","C3",9.144111192,5.66666666666667,1.524018532,"","","",0.059956667,NA
"Waltheria indica","Waltheria indica","","","Yellow",NA,NA,NA,NA,"","","Subshrub","",NA,NA,NA,"Perennial","C3",2.133625945,1,0.2,"","","",0.001692,NA
"Wissadula amplissima","Wissadula amplissima","","","",NA,NA,NA,NA,"","","","",NA,NA,NA,"Perennial","C3",2.133625945,1,0.914411119,"","","",0.003305,NA
"Withania somnifera","Withania somnifera","Zoochorous","","",NA,NA,NA,NA,"","Shrub","Shrub","",NA,NA,NA,"Perennial","C3",2.133625945,1,0.2,"Biotic","Insect","Bee",0.001378462,NA
"Xanthium strumarium","Xanthium strumarium","Zoochorous","","",NA,NA,NA,NA,"","Herb","","",NA,47.58836,NA,"Annual","C3",2,0.515,0.15,"","","",0.174041111,197.13
"Xanthosoma sagittifolium","Xanthosoma sagittifolium","Unspecialized","Anthropochorous","",NA,NA,NA,NA,"","Herb","","",NA,NA,NA,"Perennial","C3",NA,1.35,NA,"","","",NA,NA
"Xenostegia medium","Xenostegia medium","","","",NA,NA,NA,NA,"","Herb","Subshrub","",NA,NA,NA,"","C3",NA,NA,NA,"","","",0.00643,NA
"Xenostegia pinnata","Xenostegia pinnata","","","",NA,NA,NA,NA,"","Herb","Herb","",NA,NA,NA,"Annual","C3",NA,NA,NA,"","","",0.00439,NA
"Xenostegia tridentata","Xenostegia tridentata","","","",NA,NA,NA,NA,"","Herb","Forb","",NA,NA,NA,"","C3",5,2.5,0,"","","",0.0091,NA
"Xyris savanensis","Xyris savanensis","","","",NA,NA,NA,NA,"","Herb","Herb","",NA,NA,NA,"","",NA,NA,NA,"","","",5e-05,NA
"Youngia japonica","Youngia japonica","","","",NA,NA,NA,NA,"","Herb","Forb","",NA,NA,NA,"Annual","C3",0.9,NA,0.1,"","","",NA,NA
"Zaleya pentandra","Zaleya pentandra","","","",NA,NA,NA,NA,"","Herb","Herb","",NA,NA,NA,"Perennial","C4",0.5,0.2,NA,"","","",0.001815,NA
"Zantedeschia aethiopica","Zantedeschia aethiopica","","","Yellow",NA,NA,NA,NA,"","Herb","","",NA,NA,16.5,"Perennial","C3",1.5,1,0.34,"Biotic","Insect","",0.02028,NA
"Zanthoxylum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zea mays","Zea mays","","","",0.8,0.6,NA,NA,"","Herb","Graminoid","Panicle",NA,327.0275,NA,"Annual","C4",5,2.13333333333333,1,"Abiotic","Wind","Wind",0.252251111,253.93
"Zehneria capillacea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
